Loss,State,Policy,Hamming_distance
0.0048770239240401025,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.003974477379649954,0.10000000149011612,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.003215504067026703,0.0,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0
0.0038154615867211916,0.0,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.0027145242882569143,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.002925908277915279,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0049652671420385985,0.10000000149011612,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9
0.0029516549233306044,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",5
0.003663232013468243,0.0,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",4
0.004473930423826822,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.002863757421078139,0.0,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9
0.0031740658951804335,0.0,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",6
0.004716627277545626,0.0,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",1
0.0025420595013609937,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.00331117071460766,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.0027157386110418305,0.10000000149011612,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1
0.002644069515629399,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0029253828768118773,0.10000000149011612,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.00235928172303132,0.0,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.0027637011701442987,0.10000000149011612,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0024972783821167518,0.0,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1
0.0031803416776003957,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0038404935074602443,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.002198672156371914,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.002410953515992631,0.0,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1
0.00254732040682093,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0018022752445532432,0.10000000149011612,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0
0.003803644178105402,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.0025677107537445676,0.10000000149011612,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.004213682445621814,0.20000000298023224,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1
0.0022162455235852363,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0035535315928836297,0.0,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0
0.0024388411609359006,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.0023205784762350135,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0026508035249723783,0.10000000149011612,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.0024239737059905874,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.0037404095620566513,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0028129796855479875,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0017012730216230398,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.003596787042137839,0.10000000149011612,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",4
0.0014106067815423588,0.0,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",4
0.002656326085749061,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0022675245457088045,0.10000000149011612,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",2
0.00311202735426086,0.20000000298023224,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.003150903108771308,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.002509511796333186,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.0029780763617353045,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.0035972143843245874,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1]",5
0.0014930501970943644,0.10000000149011612,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.0018775193137737867,0.10000000149011612,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.00280505583824852,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0025043545436630454,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",5
0.002050194893431778,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.002225599944646106,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.002656518509451875,0.10000000149011612,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.00200619625738252,0.20000000298023224,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.0018864062660363667,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.002350445765336051,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",4
0.001611806702757429,0.20000000298023224,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.0018545093029276316,0.10000000149011612,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 1]",4
0.0020035745976280106,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.0014751011250790924,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.002222536701828732,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.00269012398978133,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.002263286707268719,0.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.0016879708214549705,0.10000000149011612,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",2
0.0017633087427977312,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.0011248449924452508,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.0013853726993440785,0.10000000149011612,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",2
0.00179940852655891,0.20000000298023224,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.0024017573451387587,0.30000001192092896,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.002248650691640819,0.0,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",3
0.0007525988668359851,0.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.0030937408417379686,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",4
0.0008376801872520545,0.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.0013956288602714473,0.0,"[0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",3
0.0017379134824633269,0.10000000149011612,"[0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",3
0.0017841482337278003,0.20000000298023224,"[0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",3
0.002468767927097576,0.30000001192092896,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",4
0.0012278140156310258,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.001837009236476006,0.10000000149011612,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0
0.0012947831973257884,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.0024787378706914477,0.0,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0
0.0006485941466287956,0.10000000149011612,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1
0.0015540545578392462,0.20000000298023224,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",2
0.001302758370350432,0.30000001192092896,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.0020149218934104596,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.0021609531713080443,0.10000000149011612,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.002148071326332879,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
